movieId,title,genres,times_rated,mean_rating,title_words
2371,Fletch (1985),Comedy Crime Mystery,24,3.0833333333333335,Fletch
2372,Fletch Lives (1989),Comedy,9,2.2222222222222223,Fletch Lives
2373,Red Sonja (1985),Action Adventure Fantasy,9,2.2777777777777777,Red Sonja
2374,Gung Ho (1986),Comedy Drama,9,3.1666666666666665,Gung Ho
2375,"Money Pit, The (1986)",Comedy,21,2.9285714285714284,"Money Pit, The"
2376,"View to a Kill, A (1985)",Action Adventure Thriller,21,3.2142857142857144,"View to a Kill, A"
2377,Lifeforce (1985),Horror Sci-Fi,5,2.5,Lifeforce
2378,Police Academy (1984),Comedy Crime,22,3.022727272727273,Police Academy
2379,Police Academy 2: Their First Assignment (1985),Comedy Crime,12,2.4583333333333335,Police Academy 2: Their First Assignment
2380,Police Academy 3: Back in Training (1986),Comedy Crime,10,2.3,Police Academy 3: Back in Training
2381,Police Academy 4: Citizens on Patrol (1987),Comedy Crime,7,2.142857142857143,Police Academy 4: Citizens on Patrol
2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy Crime,5,2.5,Police Academy 5: Assignment: Miami Beach
2383,Police Academy 6: City Under Siege (1989),Comedy Crime,4,1.5,Police Academy 6: City Under Siege
2384,Babe: Pig in the City (1998),Adventure Children Drama,29,2.7758620689655173,Babe: Pig in the City
2385,Home Fries (1998),Comedy Romance,3,2.3333333333333335,Home Fries
2387,Very Bad Things (1998),Comedy Crime,16,3.4375,Very Bad Things
2388,Steam: The Turkish Bath (Hamam) (1997),Drama Romance,1,4.0,Steam: The Turkish Bath (Hamam)
2389,Psycho (1998),Crime Horror Thriller,9,1.8888888888888888,Psycho
2390,Little Voice (1998),Comedy,7,3.9285714285714284,Little Voice
2391,"Simple Plan, A (1998)",Crime Drama Thriller,22,3.7954545454545454,"Simple Plan, A"
2392,Jack Frost (1998),Children Comedy Drama,8,1.9375,Jack Frost
2393,Star Trek: Insurrection (1998),Action Drama Romance Sci-Fi,33,3.1515151515151514,Star Trek: Insurrection
2394,"Prince of Egypt, The (1998)",Animation Musical,25,3.5,"Prince of Egypt, The"
2395,Rushmore (1998),Comedy Drama,56,3.544642857142857,Rushmore
2396,Shakespeare in Love (1998),Comedy Drama Romance,92,3.777173913043478,Shakespeare in Love
2398,Miracle on 34th Street (1947),Comedy Drama,17,4.0588235294117645,Miracle on 34th Street
2399,Santa Claus: The Movie (1985),Adventure Children Fantasy,4,2.25,Santa Claus: The Movie
2400,Prancer (1989),Children Drama Fantasy,2,3.0,Prancer
2401,Pale Rider (1985),Western,8,3.8125,Pale Rider
2402,Rambo: First Blood Part II (1985),Action Adventure Thriller,19,2.6578947368421053,Rambo: First Blood Part II
2403,First Blood (Rambo: First Blood) (1982),Action Adventure Drama Thriller,30,3.55,First Blood (Rambo: First Blood)
2404,Rambo III (1988),Action Adventure Thriller War,12,1.9166666666666667,Rambo III
2405,"Jewel of the Nile, The (1985)",Action Adventure Comedy Romance,21,2.8095238095238093,"Jewel of the Nile, The"
2406,Romancing the Stone (1984),Action Adventure Comedy Romance,54,3.4537037037037037,Romancing the Stone
2407,Cocoon (1985),Comedy Sci-Fi,43,3.2674418604651163,Cocoon
2408,Cocoon: The Return (1988),Comedy Sci-Fi,9,2.3333333333333335,Cocoon: The Return
2409,Rocky II (1979),Action Drama,26,3.1923076923076925,Rocky II
2410,Rocky III (1982),Action Drama,24,2.7291666666666665,Rocky III
2411,Rocky IV (1985),Action Drama,29,2.706896551724138,Rocky IV
2412,Rocky V (1990),Action Drama,17,1.9411764705882353,Rocky V
2413,Clue (1985),Comedy Crime Mystery Thriller,18,3.388888888888889,Clue
2414,Young Sherlock Holmes (1985),Action Adventure Children Fantasy Mystery Thriller,11,3.3636363636363638,Young Sherlock Holmes
2415,Violets Are Blue... (1986),Drama Romance,1,3.0,Violets Are Blue...
2416,Back to School (1986),Comedy,16,2.90625,Back to School
2417,Heartburn (1986),Comedy Drama,1,1.0,Heartburn
2418,Nothing in Common (1986),Comedy,6,2.75,Nothing in Common
2419,Extremities (1986),Drama Thriller,2,3.75,Extremities
2420,"Karate Kid, The (1984)",Drama,38,3.5657894736842106,"Karate Kid, The"
2421,"Karate Kid, Part II, The (1986)",Action Adventure Drama,29,2.7758620689655173,"Karate Kid, Part II, The"
2422,"Karate Kid, Part III, The (1989)",Action Adventure Children Drama,14,1.75,"Karate Kid, Part III, The"
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,30,3.566666666666667,Christmas Vacation (National Lampoon's Christmas Vacation)
2424,You've Got Mail (1998),Comedy Romance,50,3.12,You've Got Mail
2425,"General, The (1998)",Crime,2,4.0,"General, The"
2427,"Thin Red Line, The (1998)",Action Drama War,35,3.3,"Thin Red Line, The"
2428,"Faculty, The (1998)",Horror Sci-Fi,23,2.4782608695652173,"Faculty, The"
2429,Mighty Joe Young (1998),Action Adventure Drama Fantasy Thriller,5,2.8,Mighty Joe Young
2430,Mighty Joe Young (1949),Adventure Children Drama,6,2.8333333333333335,Mighty Joe Young
2431,Patch Adams (1998),Comedy Drama,27,3.3703703703703702,Patch Adams
2432,Stepmom (1998),Drama,6,3.0833333333333335,Stepmom
2433,"Civil Action, A (1998)",Drama,11,3.0454545454545454,"Civil Action, A"
2435,Hurlyburly (1998),Drama,1,4.0,Hurlyburly
2436,Tea with Mussolini (1999),Comedy Drama War,6,4.25,Tea with Mussolini
2439,Affliction (1997),Drama,3,3.1666666666666665,Affliction
2442,Hilary and Jackie (1998),Drama,3,3.8333333333333335,Hilary and Jackie
2443,Playing by Heart (1998),Drama Romance,8,3.375,Playing by Heart
2445,At First Sight (1999),Drama,8,2.6875,At First Sight
2446,In Dreams (1999),Horror Thriller,2,2.0,In Dreams
2447,Varsity Blues (1999),Comedy Drama,15,3.2666666666666666,Varsity Blues
2448,Virus (1999),Horror Sci-Fi,3,2.6666666666666665,Virus
2450,Howard the Duck (1986),Adventure Comedy Sci-Fi,16,2.15625,Howard the Duck
2451,"Gate, The (1987)",Horror,1,3.0,"Gate, The"
2453,"Boy Who Could Fly, The (1986)",Drama Fantasy,3,2.1666666666666665,"Boy Who Could Fly, The"
2454,"Fly, The (1958)",Horror Mystery Sci-Fi,13,3.3846153846153846,"Fly, The"
2455,"Fly, The (1986)",Drama Horror Sci-Fi Thriller,43,3.383720930232558,"Fly, The"
2456,"Fly II, The (1989)",Horror Sci-Fi,9,2.2777777777777777,"Fly II, The"
2457,Running Scared (1986),Action Comedy,8,3.5625,Running Scared
2458,Armed and Dangerous (1986),Comedy Crime,8,2.75,Armed and Dangerous
2459,"Texas Chainsaw Massacre, The (1974)",Horror,13,3.269230769230769,"Texas Chainsaw Massacre, The"
2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,3,2.0,"Texas Chainsaw Massacre 2, The"
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,1,3.0,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre)
2463,Ruthless People (1986),Comedy,14,3.3214285714285716,Ruthless People
2465,Deadly Friend (1986),Horror,3,1.5,Deadly Friend
2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime Drama Mystery Thriller,18,3.75,"Name of the Rose, The (Name der Rose, Der)"
2468,Jumpin' Jack Flash (1986),Action Comedy Romance Thriller,15,2.5,Jumpin' Jack Flash
2469,Peggy Sue Got Married (1986),Comedy Drama,7,3.2142857142857144,Peggy Sue Got Married
2470,Crocodile Dundee (1986),Adventure Comedy,57,3.175438596491228,Crocodile Dundee
2471,Crocodile Dundee II (1988),Action Adventure Comedy,24,2.4791666666666665,Crocodile Dundee II
2472,Tough Guys (1986),Comedy,3,3.0,Tough Guys
2473,Soul Man (1986),Comedy,8,2.5625,Soul Man
2474,"Color of Money, The (1986)",Drama,13,3.5,"Color of Money, The"
2475,52 Pick-Up (1986),Action Mystery Thriller,3,3.6666666666666665,52 Pick-Up
2476,Heartbreak Ridge (1986),Action War,12,3.75,Heartbreak Ridge
2477,Firewalker (1986),Adventure,3,3.3333333333333335,Firewalker
2478,¡Three Amigos! (1986),Comedy Western,26,3.1346153846153846,¡Three Amigos!
2481,My Name Is Joe (1998),Drama Romance,1,4.0,My Name Is Joe
2482,Still Crazy (1998),Comedy Romance,2,3.0,Still Crazy
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure Comedy Thriller,1,3.5,"Day of the Beast, The (Día de la Bestia, El)"
2485,She's All That (1999),Comedy Romance,29,2.8448275862068964,She's All That
2488,Peeping Tom (1960),Drama Horror Thriller,3,3.0,Peeping Tom
2490,Payback (1999),Action Thriller,45,3.422222222222222,Payback
2491,Simply Irresistible (1999),Comedy Romance,5,3.6,Simply Irresistible
2492,20 Dates (1998),Comedy Romance,7,3.0,20 Dates
2493,"Harmonists, The (1997)",Drama,1,4.0,"Harmonists, The"
2494,"Last Days, The (1998)",Documentary,2,4.0,"Last Days, The"
2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation Sci-Fi,3,4.0,"Fantastic Planet, The (Planète sauvage, La)"
2496,Blast from the Past (1999),Comedy Romance,23,3.108695652173913,Blast from the Past
2497,Message in a Bottle (1999),Romance,6,2.9166666666666665,Message in a Bottle
2498,My Favorite Martian (1999),Comedy Sci-Fi,5,2.1,My Favorite Martian
2500,Jawbreaker (1999),Comedy,7,2.0,Jawbreaker
2501,October Sky (1999),Drama,30,3.75,October Sky
2502,Office Space (1999),Comedy Crime,94,4.090425531914893,Office Space
2503,"Apple, The (Sib) (1998)",Drama,1,4.0,"Apple, The (Sib)"
2504,200 Cigarettes (1999),Comedy Drama,6,3.1666666666666665,200 Cigarettes
2505,8MM (1999),Drama Mystery Thriller,18,2.9444444444444446,8MM
2506,"Other Sister, The (1999)",Comedy Drama Romance,6,3.3333333333333335,"Other Sister, The"
2511,"Long Goodbye, The (1973)",Crime Film-Noir,3,4.666666666666667,"Long Goodbye, The"
2512,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama,1,5.0,"Ballad of Narayama, The (Narayama bushiko)"
2513,Pet Sematary (1989),Horror,10,2.85,Pet Sematary
2514,Pet Sematary II (1992),Comedy Horror,3,1.8333333333333333,Pet Sematary II
2515,Children of the Corn II: The Final Sacrifice (1993),Horror,2,1.75,Children of the Corn II: The Final Sacrifice
2516,Children of the Corn III (1994),Horror,1,1.0,Children of the Corn III
2517,Christine (1983),Horror,10,2.95,Christine
2518,Night Shift (1982),Comedy,10,3.05,Night Shift
2520,Airport (1970),Drama,3,2.1666666666666665,Airport
2521,Airport 1975 (1974),Action Drama Thriller,2,3.5,Airport 1975
2522,Airport '77 (1977),Drama,4,3.25,Airport '77
2523,Rollercoaster (1977),Drama Thriller,2,2.5,Rollercoaster
2524,"Towering Inferno, The (1974)",Action Adventure Drama Thriller,9,3.2222222222222223,"Towering Inferno, The"
2525,Alligator (1980),Action Horror Sci-Fi,3,2.0,Alligator
2526,Meteor (1979),Sci-Fi,3,1.8333333333333333,Meteor
2527,Westworld (1973),Action Sci-Fi Thriller Western,18,3.4166666666666665,Westworld
2528,Logan's Run (1976),Action Adventure Sci-Fi,24,3.2291666666666665,Logan's Run
2529,Planet of the Apes (1968),Action Drama Sci-Fi,56,3.8035714285714284,Planet of the Apes
2530,Beneath the Planet of the Apes (1970),Action Sci-Fi,18,2.7777777777777777,Beneath the Planet of the Apes
2531,Battle for the Planet of the Apes (1973),Action Sci-Fi,9,2.7777777777777777,Battle for the Planet of the Apes
2532,Conquest of the Planet of the Apes (1972),Action Sci-Fi,12,2.7916666666666665,Conquest of the Planet of the Apes
2533,Escape from the Planet of the Apes (1971),Action Sci-Fi,15,3.0,Escape from the Planet of the Apes
2534,Avalanche (1978),Action,3,2.5,Avalanche
2535,Earthquake (1974),Action Drama Thriller,3,2.6666666666666665,Earthquake
2537,Beyond the Poseidon Adventure (1979),Adventure,3,2.0,Beyond the Poseidon Adventure
2538,Dancemaker (1998),Documentary,1,1.0,Dancemaker
2539,Analyze This (1999),Comedy,47,3.095744680851064,Analyze This
2540,"Corruptor, The (1999)",Action Crime Drama Thriller,3,2.5,"Corruptor, The"
2541,Cruel Intentions (1999),Drama,40,3.225,Cruel Intentions
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy Crime Thriller,67,4.052238805970149,"Lock, Stock & Two Smoking Barrels"
2544,"School of Flesh, The (École de la chair, L') (1998)",Drama Romance,1,3.0,"School of Flesh, The (École de la chair, L')"
2546,"Deep End of the Ocean, The (1999)",Drama,2,3.25,"Deep End of the Ocean, The"
2548,"Rage: Carrie 2, The (1999)",Horror,6,1.8333333333333333,"Rage: Carrie 2, The"
2549,Wing Commander (1999),Action Sci-Fi,6,2.9166666666666665,Wing Commander
2550,"Haunting, The (1963)",Horror Thriller,7,4.0,"Haunting, The"
2551,Dead Ringers (1988),Drama Horror Thriller,8,3.6875,Dead Ringers
2552,My Boyfriend's Back (1993),Comedy,2,1.5,My Boyfriend's Back
2553,Village of the Damned (1960),Horror Sci-Fi Thriller,6,3.0833333333333335,Village of the Damned
2554,Children of the Damned (1963),Horror Sci-Fi Thriller,3,3.1666666666666665,Children of the Damned
2555,Baby Geniuses (1999),Comedy,3,1.6666666666666667,Baby Geniuses
2557,I Stand Alone (Seul contre tous) (1998),Drama Thriller,1,4.5,I Stand Alone (Seul contre tous)
2558,Forces of Nature (1999),Comedy Romance,9,2.3333333333333335,Forces of Nature
2559,"King and I, The (1999)",Animation Children,1,3.0,"King and I, The"
2560,Ravenous (1999),Horror Thriller,8,3.0,Ravenous
2561,True Crime (1999),Crime Thriller,4,2.75,True Crime
2563,Dangerous Beauty (1998),Drama,3,4.166666666666667,Dangerous Beauty
2565,"King and I, The (1956)",Drama Musical Romance,12,4.166666666666667,"King and I, The"
2566,Doug's 1st Movie (1999),Animation Children,2,2.0,Doug's 1st Movie
2567,EDtv (1999),Comedy,19,2.973684210526316,EDtv
2568,"Mod Squad, The (1999)",Action Crime,8,3.1875,"Mod Squad, The"
2570,"Walk on the Moon, A (1999)",Drama Romance,5,3.2,"Walk on the Moon, A"
2571,"Matrix, The (1999)",Action Sci-Fi Thriller,278,4.192446043165468,"Matrix, The"
2572,10 Things I Hate About You (1999),Comedy Romance,54,3.5277777777777777,10 Things I Hate About You
2573,Tango (1998),Drama Musical,1,1.0,Tango
2574,"Out-of-Towners, The (1999)",Comedy,6,2.0,"Out-of-Towners, The"
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,4,3.75,"Dreamlife of Angels, The (Vie rêvée des anges, La)"
2577,Metroland (1997),Comedy Drama,1,3.0,Metroland
2579,Following (1998),Crime Mystery Thriller,6,3.8333333333333335,Following
2580,Go (1999),Comedy Crime,39,3.9615384615384617,Go
2581,Never Been Kissed (1999),Comedy Romance,36,2.9583333333333335,Never Been Kissed
2582,Twin Dragons (Shuang long hui) (1992),Action Comedy,3,3.0,Twin Dragons (Shuang long hui)
2583,Cookie's Fortune (1999),Comedy Drama,12,3.875,Cookie's Fortune
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama Romance,2,4.25,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)"
2586,Goodbye Lover (1999),Comedy Crime Thriller,2,1.75,Goodbye Lover
2587,Life (1999),Comedy Crime Drama,4,3.25,Life
2589,Friends & Lovers (1999),Comedy Drama Romance,1,3.5,Friends & Lovers
2590,Hideous Kinky (1998),Drama,1,2.5,Hideous Kinky
2593,"Monster, The (Mostro, Il) (1994)",Comedy,4,3.375,"Monster, The (Mostro, Il)"
2594,Open Your Eyes (Abre los ojos) (1997),Drama Romance Sci-Fi Thriller,10,3.75,Open Your Eyes (Abre los ojos)
2596,SLC Punk! (1998),Comedy Drama,12,3.7916666666666665,SLC Punk!
2597,Lost & Found (1999),Comedy Romance,2,2.75,Lost & Found
2598,Pushing Tin (1999),Comedy,25,2.84,Pushing Tin
2599,Election (1999),Comedy,56,3.6607142857142856,Election
2600,eXistenZ (1999),Action Sci-Fi Thriller,22,3.8636363636363638,eXistenZ
2605,Entrapment (1999),Crime Thriller,43,2.988372093023256,Entrapment
2606,Idle Hands (1999),Comedy Horror,15,2.566666666666667,Idle Hands
2607,Get Real (1998),Drama Romance,2,4.0,Get Real
2609,"King of Masks, The (Bian Lian) (1996)",Drama,1,4.0,"King of Masks, The (Bian Lian)"
2611,"Winslow Boy, The (1999)",Drama,1,3.0,"Winslow Boy, The"
2612,Mildred Pierce (1945),Drama Film-Noir,1,4.0,Mildred Pierce
2613,Night of the Comet (1984),Comedy Horror Sci-Fi,8,2.875,Night of the Comet
2614,Chopping Mall (a.k.a. Killbots) (1986),Action Horror Sci-Fi,2,1.0,Chopping Mall (a.k.a. Killbots)
2615,My Science Project (1985),Adventure Sci-Fi,4,2.875,My Science Project
2616,Dick Tracy (1990),Action Crime,26,2.8846153846153846,Dick Tracy
2617,"Mummy, The (1999)",Action Adventure Comedy Fantasy Horror Thriller,87,3.1206896551724137,"Mummy, The"
2618,"Castle, The (1997)",Comedy,5,3.4,"Castle, The"
2620,This Is My Father (1998),Drama Romance,1,3.0,This Is My Father
2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy Fantasy,11,3.1363636363636362,William Shakespeare's A Midsummer Night's Dream
2623,Trippin' (1999),Comedy,1,1.0,Trippin'
2624,After Life (Wandafuru raifu) (1998),Drama Fantasy,2,4.25,After Life (Wandafuru raifu)
2625,Black Mask (Hak hap) (1996),Action Adventure Crime Sci-Fi Thriller,2,2.5,Black Mask (Hak hap)
2628,Star Wars: Episode I - The Phantom Menace (1999),Action Adventure Sci-Fi,140,3.107142857142857,Star Wars: Episode I - The Phantom Menace
2629,"Love Letter, The (1999)",Comedy Romance,2,2.5,"Love Letter, The"
2630,Besieged (a.k.a. L' Assedio) (1998),Drama,2,3.5,Besieged (a.k.a. L' Assedio)
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure Drama Mystery,1,4.0,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie)"
2633,"Mummy, The (1932)",Horror Romance,3,3.3333333333333335,"Mummy, The"
2634,"Mummy, The (1959)",Horror,3,3.3333333333333335,"Mummy, The"
2639,Mommie Dearest (1981),Drama,4,3.125,Mommie Dearest
2640,Superman (1978),Action Adventure Sci-Fi,61,3.6065573770491803,Superman
2641,Superman II (1980),Action Sci-Fi,49,3.020408163265306,Superman II
2642,Superman III (1983),Action Adventure Sci-Fi,22,2.25,Superman III
2643,Superman IV: The Quest for Peace (1987),Action Adventure Sci-Fi,16,1.6875,Superman IV: The Quest for Peace
2644,Dracula (1931),Horror,9,3.3333333333333335,Dracula
2648,Frankenstein (1931),Drama Horror Sci-Fi,11,3.909090909090909,Frankenstein
2651,Frankenstein Meets the Wolf Man (1943),Horror,1,1.0,Frankenstein Meets the Wolf Man
2652,"Curse of Frankenstein, The (1957)",Horror,1,3.0,"Curse of Frankenstein, The"
2654,"Wolf Man, The (1941)",Drama Fantasy Horror,5,3.6,"Wolf Man, The"
2655,Howling II: Your Sister Is a Werewolf (1985),Horror,1,2.0,Howling II: Your Sister Is a Werewolf
2656,Tarantula (1955),Horror Sci-Fi,1,3.0,Tarantula
2657,"Rocky Horror Picture Show, The (1975)",Comedy Horror Musical Sci-Fi,63,3.3412698412698414,"Rocky Horror Picture Show, The"
2659,It Came from Hollywood (1982),Comedy Documentary,1,2.0,It Came from Hollywood
2660,"Thing from Another World, The (1951)",Horror Sci-Fi,4,3.5,"Thing from Another World, The"
2661,It Came from Outer Space (1953),Sci-Fi,1,3.0,It Came from Outer Space
2662,"War of the Worlds, The (1953)",Action Drama Sci-Fi,12,3.1666666666666665,"War of the Worlds, The"
2664,Invasion of the Body Snatchers (1956),Horror Sci-Fi Thriller,13,3.769230769230769,Invasion of the Body Snatchers
2665,Earth vs. the Flying Saucers (1956),Sci-Fi,1,1.0,Earth vs. the Flying Saucers
2668,Swamp Thing (1982),Horror Sci-Fi,8,2.9375,Swamp Thing
2669,Pork Chop Hill (1959),War,2,3.5,Pork Chop Hill
2670,Run Silent Run Deep (1958),War,5,3.6,Run Silent Run Deep
2671,Notting Hill (1999),Comedy Romance,56,3.455357142857143,Notting Hill
2672,"Thirteenth Floor, The (1999)",Drama Sci-Fi Thriller,12,2.9583333333333335,"Thirteenth Floor, The"
2674,"Loss of Sexual Innocence, The (1999)",Drama Fantasy,2,2.25,"Loss of Sexual Innocence, The"
2676,Instinct (1999),Drama Thriller,6,3.1666666666666665,Instinct
2677,Buena Vista Social Club (1999),Documentary Musical,4,4.375,Buena Vista Social Club
2681,Free Enterprise (1998),Comedy Romance Sci-Fi,3,3.0,Free Enterprise
2682,Limbo (1999),Drama,3,4.0,Limbo
2683,Austin Powers: The Spy Who Shagged Me (1999),Action Adventure Comedy,121,3.1983471074380163,Austin Powers: The Spy Who Shagged Me
2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama Mystery,19,4.026315789473684,"Red Violin, The (Violon rouge, Le)"
2687,Tarzan (1999),Adventure Animation Children Drama,24,3.4583333333333335,Tarzan
2688,"General's Daughter, The (1999)",Crime Drama Mystery Thriller,15,2.933333333333333,"General's Daughter, The"
2690,"Ideal Husband, An (1999)",Comedy Romance,10,3.7,"Ideal Husband, An"
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,3,3.6666666666666665,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)"
2692,Run Lola Run (Lola rennt) (1998),Action Crime,75,4.0,Run Lola Run (Lola rennt)
2693,Trekkies (1997),Documentary,4,3.375,Trekkies
2694,Big Daddy (1999),Comedy,48,3.1979166666666665,Big Daddy
2695,"Boys, The (1998)",Drama,1,2.0,"Boys, The"
2696,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy,3,4.333333333333333,"Dinner Game, The (Dîner de cons, Le)"
2697,My Son the Fanatic (1997),Comedy Drama Romance,1,3.5,My Son the Fanatic
2698,Zone 39 (1997),Sci-Fi,1,2.0,Zone 39
2699,Arachnophobia (1990),Comedy Horror,53,2.811320754716981,Arachnophobia
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation Comedy Musical,76,3.861842105263158,"South Park: Bigger, Longer and Uncut"
2701,Wild Wild West (1999),Action Comedy Sci-Fi Western,53,2.207547169811321,Wild Wild West
2702,Summer of Sam (1999),Drama,15,3.4,Summer of Sam
2706,American Pie (1999),Comedy Romance,103,3.378640776699029,American Pie
2707,Arlington Road (1999),Thriller,22,3.272727272727273,Arlington Road
2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance,3,4.0,"Autumn Tale, An (Conte d'automne)"
2709,Muppets From Space (1999),Children Comedy,9,3.1666666666666665,Muppets From Space
2710,"Blair Witch Project, The (1999)",Drama Horror Thriller,64,2.796875,"Blair Witch Project, The"
2712,Eyes Wide Shut (1999),Drama Mystery Thriller,53,3.4622641509433962,Eyes Wide Shut
2713,Lake Placid (1999),Horror Thriller,12,2.6666666666666665,Lake Placid
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action Comedy Sci-Fi,120,3.775,Ghostbusters (a.k.a. Ghost Busters)
2717,Ghostbusters II (1989),Comedy Fantasy Sci-Fi,47,3.0,Ghostbusters II
2718,Drop Dead Gorgeous (1999),Comedy,10,3.2,Drop Dead Gorgeous
2719,"Haunting, The (1999)",Horror Thriller,13,2.1153846153846154,"Haunting, The"
2720,Inspector Gadget (1999),Action Adventure Children Comedy,21,2.0952380952380953,Inspector Gadget
2722,Deep Blue Sea (1999),Action Horror Sci-Fi Thriller,29,2.7758620689655173,Deep Blue Sea
2723,Mystery Men (1999),Action Comedy Fantasy,39,3.08974358974359,Mystery Men
2724,Runaway Bride (1999),Comedy Romance,42,2.8333333333333335,Runaway Bride
2725,Twin Falls Idaho (1999),Drama,1,2.0,Twin Falls Idaho
2726,"Killing, The (1956)",Crime Film-Noir,9,4.055555555555555,"Killing, The"
2727,Killer's Kiss (1955),Crime Film-Noir,1,3.0,Killer's Kiss
2728,Spartacus (1960),Action Drama Romance War,13,3.576923076923077,Spartacus
2729,Lolita (1962),Drama Romance,7,3.5,Lolita
2730,Barry Lyndon (1975),Drama Romance War,7,3.7142857142857144,Barry Lyndon
2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime Drama,12,4.0,"400 Blows, The (Les quatre cents coups)"
2732,Jules and Jim (Jules et Jim) (1961),Drama Romance,5,4.5,Jules and Jim (Jules et Jim)
2733,Vibes (1988),Adventure Comedy Romance,2,2.0,Vibes
2734,"Mosquito Coast, The (1986)",Adventure Drama Thriller,10,3.25,"Mosquito Coast, The"
2735,"Golden Child, The (1986)",Action Adventure Comedy Fantasy Mystery,16,2.71875,"Golden Child, The"
2736,Brighton Beach Memoirs (1986),Comedy,5,3.6,Brighton Beach Memoirs
2737,Assassination (1987),Action Drama Thriller,1,4.0,Assassination
2738,Crimes of the Heart (1986),Comedy Drama,1,4.0,Crimes of the Heart
2739,"Color Purple, The (1985)",Drama,12,3.9166666666666665,"Color Purple, The"
2740,"Kindred, The (1986)",Horror Sci-Fi,1,1.0,"Kindred, The"
2741,No Mercy (1986),Action Crime Thriller,2,2.0,No Mercy
2742,Ménage (Tenue de soirée) (1986),Comedy Drama,1,1.0,Ménage (Tenue de soirée)
2743,Native Son (1986),Drama,1,3.0,Native Son
2744,Otello (1986),Drama,1,4.0,Otello
2745,"Mission, The (1986)",Drama,9,3.5,"Mission, The"
2746,Little Shop of Horrors (1986),Comedy Horror Musical,39,3.3333333333333335,Little Shop of Horrors
2747,"Little Shop of Horrors, The (1960)",Comedy Horror,9,3.0,"Little Shop of Horrors, The"
2748,Allan Quatermain and the Lost City of Gold (1987),Action Adventure Comedy,6,1.8333333333333333,Allan Quatermain and the Lost City of Gold
2749,"Morning After, The (1986)",Drama Mystery,2,4.0,"Morning After, The"
2750,Radio Days (1987),Comedy Drama,7,3.142857142857143,Radio Days
2751,From the Hip (1987),Comedy Drama,1,4.0,From the Hip
2752,Outrageous Fortune (1987),Comedy Mystery,8,2.8125,Outrageous Fortune
2754,Deadtime Stories (1987),Horror,1,1.0,Deadtime Stories
2757,Frances (1982),Drama,1,3.5,Frances
2759,Dick (1999),Comedy,8,3.5,Dick
2761,"Iron Giant, The (1999)",Adventure Animation Children Drama Sci-Fi,39,4.051282051282051,"Iron Giant, The"
2762,"Sixth Sense, The (1999)",Drama Horror Mystery,179,3.893854748603352,"Sixth Sense, The"
2763,"Thomas Crown Affair, The (1999)",Action Mystery,48,3.6458333333333335,"Thomas Crown Affair, The"
2764,"Thomas Crown Affair, The (1968)",Crime Drama Romance Thriller,7,4.0,"Thomas Crown Affair, The"
2765,"Acid House, The (1998)",Comedy Drama,1,3.5,"Acid House, The"
2766,"Adventures of Sebastian Cole, The (1998)",Comedy Drama,2,3.25,"Adventures of Sebastian Cole, The"
2769,"Yards, The (2000)",Crime Drama,5,3.4,"Yards, The"
2770,Bowfinger (1999),Comedy,38,2.960526315789474,Bowfinger
2771,Brokedown Palace (1999),Drama,4,3.25,Brokedown Palace
2772,Detroit Rock City (1999),Comedy,10,2.85,Detroit Rock City
2774,Better Than Chocolate (1999),Comedy Romance,1,3.0,Better Than Chocolate
2775,Head On (1998),Drama,1,1.0,Head On
2779,Heaven Can Wait (1978),Comedy,13,3.269230769230769,Heaven Can Wait
2782,Pit and the Pendulum (1961),Horror,3,3.3333333333333335,Pit and the Pendulum
2784,"Masque of the Red Death, The (1964)",Horror,2,3.25,"Masque of the Red Death, The"
2786,Haunted Honeymoon (1986),Comedy,4,1.75,Haunted Honeymoon
